table,note
altahla_2024_swls,"PASS with caveat: study (Altahla et al. 2024, PeerJ 10.7717/peerj.18709) administered SWLS to a Chinese sample but the paper does not reproduce translated item text. Transcribed the official English SWLS (Diener et al. 1985; labs.psychology.illinois.edu/~ediener/SWLS.html, SWLS_English.doc) verbatim -- instructions, 5 items, and 7-point agree/disagree response scale all match the live item/resp set exactly (5 items, resp 1-7). Not independently confirmed against the specific Chinese-language wording used with these respondents."
altahla_2024_whoqol,"PASS with caveat, same source paper as altahla_2024_whoqol_bref (same DOI, same instrument). Live data is 26 items x resp 1-5, matching WHOQOL-BREF exactly; dictionary Description already correctly identifies it as WHOQOL-BREF despite the table being named 'whoqol' rather than 'whoqol_bref' (mild naming inconsistency with its sibling table, not a Step-3b mismatch -- both tables are genuinely WHOQOL-BREF). This table covers the larger combined sample (n=412 = SCI + healthy controls) vs. altahla_2024_whoqol_bref's SCI-only subsample (n=189); confirmed these are distinct, non-duplicate samples via unique ids and per-item row counts (412 vs 189), not a data-entry duplicate. Item/response text transcribed verbatim from the official WHO WHOQOL-BREF instrument (UK version, Department of Mental Health, WHO Geneva) rather than the Chinese-translated version actually administered in this China-based study (paper cites Hao 2000 'WHOQOL instrument in Chinese' for their translation, which was not accessible) -- content and response-scale assignment per item (poor/good, dissatisfied/satisfied, amount/extreme, completely, frequency scales) verified against two independent official WHOQOL-BREF source documents that agreed exactly."
altahla_2024_whoqol_bref,"PASS with caveat: same instrument/paper/caveat as altahla_2024_whoqol (see that row) -- WHOQOL-BREF, 26 items, resp 1-5, English official source text used as verbatim stand-in for the Chinese-administered version. This table is the SCI-only subsample (n=189) vs. altahla_2024_whoqol's combined n=412 sample; both confirmed as legitimate distinct samples, not duplicates."
alves_2017_hamd17,"PASS with caveat: source paper (Alves et al. 2017, PLOS ONE, DOI 10.1371/journal.pone.0170000) supplementary file s001.xlsx contains only raw item-level scores (columns HamD1Baixa..HamD17Baixa), no item text or response-option wording. Item text/options were instead transcribed from a canonical public-domain reproduction of the 17-item Hamilton Depression Rating Scale (HDRS-17/HAM-D17, adapted from Hamilton M. 1960, J Neurol Neurosurg Psychiatry 23:56-62; PDF sourced via projectteachny.org, cached at .cache/alves_2017_hamd17/HAM-D_projectteach.pdf), standard published item order 1-17 mapped directly onto HamD1Baixa..HamD17Baixa in numeric order. This wording was not independently confirmed against the specific study's administered form (only that it is the standard, widely-reproduced public HDRS-17)."
amarilla_2020_eq5d,"PASS with minor caveat: item stems and response-option text (Mobility/Self-Care/Usual Activities/Pain-Discomfort/Anxiety-Depression, 3-level responses) were transcribed verbatim from the source paper's own supplementary SPSS file (peerj-08-9215-s001.sav, cached at .cache/amarilla_2020_lawton_brody/, shared with sibling amarilla_2020_* tables from the same paper) value labels for EQ5D1_BASAL..EQ5D5_BASAL - these are the paper's own data, high confidence. The `instructions` field (\"By placing a tick in one box...\"), however, is standard published EQ-5D-3L instrument instructions text, not something present in the paper's own supplementary material (which had no instructions field) - not independently confirmed against this specific paper's administered form wording."
amarilla_2020_lawton_brody,"PASS with caveat: item-to-domain mapping (lawtonbrody_1..8 -> A.telephone, B.shopping, C.food prep, D.housekeeping, E.laundry, F.transportation, G.medications, H.finances) was inferred from the standard Lawton & Brody (1969) IADL scale presentation order, which matches the order the 8 domains are listed in the source paper's Methods section (Amarilla-Donoso et al. 2020, PeerJ, DOI 10.7717/peerj.9215). The paper's own OSF/PeerJ raw-data supplement (peerj-08-9215-s001.sav) only stores the total Lawton-Brody index score per wave, not per-domain item-level variables, so this ordering could not be directly confirmed against a source variable name (unlike SF-12/Barthel in the same supplement, which do have per-item labeled variables). Item text and response-option text (with 0/1 scoring) were transcribed verbatim from the original Lawton & Brody (1969) instrument (BGS reproduction: https://www.bgs.org.uk/sites/default/files/content/attachment/2018-07-05/lawton_brody.pdf), and validate_items.R passes exactly (8/8 items, resp set {0,1} matches). Flagging only because the item-order assumption rests on standard-instrument-order inference rather than a directly observed source mapping."
american_multiracial_face,"BLOCKED - no CSV written. Table's 2252 bare-integer items are NOT photo IDs or trait names; per the table's own IRW processing script (data/american_multiracial_face.R), 'item' = row_number() applied to unique(case_lbl) after rbind-ing 19 separate per-trait/per-expression raw rater-level SPSS files (e.g. Neutral_Masculinity_trans.sav, Smile_White_prototypicality_trans.sav) downloaded from the paper's OSF project (https://osf.io/qsdrp/, 'Data and syntax for reliability' folder). This is an arbitrary, order-dependent integer assignment across the full combined dataset - only 10 of the 19 raw files the script requires are currently present in that OSF folder (9 are missing: Neutral_Asian/Expression/ambiguity/MidEast/Multi/White_prototypicality_trans.sav, Smile_Expression/Latinx/Masculinity/MidEast/Multi_prototypicality_trans.sav - some overlap in the count due to naming). Because item-integer assignment depends on the row-number order across ALL 19 files being rbound together, a reconstruction using only the 10 available files would NOT reproduce the correct item<->trait/photo mapping, so nothing defensible could be written even as partial coverage. The instrument-level content itself (15 rating-scale questions - Dominant, Trust, Smart, Warm, Attract, Express, Smile, Amb(iguous), Fem(inine/masculine), and 6 RaceProt_* racial-prototypicality items, all on a 1-7 scale) is fully documented in the paper's own OSF codebook (AMFD Norming Data + Codebook.xlsx) and could support extraction if a complete raw rater-level dataset (or the original merge order) becomes available. Recommend: contact authors for the 9 missing raw .sav files or the exact case_lbl-to-item lookup, or ask Ben whether this table should move to tables_excluded pending that."
amorim_2025_climej_climej,"BLOCKED: could not recover verbatim item text for the 128 pre-reduction CLIMEJ items in the live table (climej1..climej128). The validation paper (Amorim et al. 2025, RAC 29(3):e240272, DOI 10.1590/1982-7849rac2025240272, PDF cached at .cache/amorim_2025_climej/paper_en_real.pdf) only quotes 20 example items (2 per factor) for the final REDUCED 56-item/10-factor CLIMEJ, not the full 128-item pilot pool this table represents, and gives only short paraphrase labels (e.g. 'Volume of work at home') for the other 36 of those 56 items in Table 2 - confirmed these labels are NOT the literal item wording by cross-checking one against its own full-text quote elsewhere in the paper. The full 128-item pool is described as coming from a separate, earlier paper ('Amorim, Martins, Alcantara, & Oliveira, in press, Construção de uma escala de clima organizacional para empresas juniores') that could not be located as a published, accessible source (web search found no indexed/OA copy). The companion Harvard Dataverse dataset (doi:10.7910/DVN/DB8K7V) that plausibly contains the original instrument/codebook could not be accessed - both the dataset API and dataset.xhtml page returned an AWS WAF bot-challenge (HTTP 202/x-amzn-waf-action:challenge) to both curl and the WebFetch tool, blocking file listing/download. Even for the ~20 items with confirmed full text, no source ties them to specific climej1..climej128 codes (original pilot item order is unknown), so no defensible item-to-item_text mapping - even partial - could be constructed. Recommend: retry once Dataverse access/WAF is bypassable, or if the original 'in press' pilot-study paper becomes indexed."
amorim_2025_climej_desenhonotrabalho,"BLOCKED: table is the 'knowledge characteristics' subscale of the Brazilian-adapted Work Design Questionnaire (WDQ) (Borges-Andrade, Peixoto, Queiroga, & Perez-Nebra, 2019, Revista Psicologia: Organizações e Trabalho 19(3):720-731, DOI 10.17652/rpot/2019.3.16837) per Step 3b cross-check against the CLIMEJ validation paper (same source paper/DOI as the other 2 tables in this batch, all administered in the same 1,218-respondent study) - name/description do match the live 17-item, 5-point data, no mismatch found. However, the WDQ adaptation paper (checked via pepsic.bvsalud.org full text) does not reproduce the actual Portuguese item wording anywhere in its body/tables - only dimension names and item counts per subcategory (job complexity, information processing, problem-solving/skill variety merged, specialization). The CLIMEJ paper itself gives only 1 example item for this subscale ('My work itself is very meaningful and important in a wider context'). No source found ties any item wording to specific desenhonotrabalho1..17 codes, and the underlying Harvard Dataverse dataset (doi:10.7910/DVN/DB8K7V, likely to contain the actual administered instrument/codebook) is blocked by an AWS WAF bot-challenge for both curl and WebFetch. No defensible partial item-to-item_text mapping possible from what's accessible. Recommend: retry once Dataverse access is available, or seek the WDQ instrument's official item bank directly from Borges-Andrade/UnB."
amorim_2025_climej_suporteorganizacional,"BLOCKED: table is the Escala de Percepção de Suporte Organizacional (EPSO), Brazilian-adapted Perceived Organizational Support scale (Gomide Jr. & Siqueira, 2008, book chapter in Siqueira (Ed.) Medidas do comportamento organizacional, Artmed, pp. 283-295), per Step 3b cross-check against the CLIMEJ validation paper (same source study as the other 2 tables in this batch) - name/description match the live 9-item, 7-point data, no mismatch found. Despite checking multiple citing pepsic.bvsalud.org articles that discuss EPSO's psychometrics at length, none reproduce the actual 9-item text (it is a book chapter, not independently OA); the CLIMEJ paper gives only 1 example item ('This company really cares about my well-being'). A web-search summarization surfaced a plausible-looking list of 5 items but could not be traced to any specific citable primary source and reads as generated/paraphrased rather than a verified transcript, so it was not used. No source ties any item wording to specific suporteorganizacional1..9 codes. The underlying Harvard Dataverse dataset (doi:10.7910/DVN/DB8K7V) is blocked by an AWS WAF bot-challenge (curl and WebFetch both got HTTP 202 challenge responses, no file listing possible). No defensible partial item-to-item_text mapping possible. Recommend: retry once Dataverse access is available, or source the Gomide & Siqueira (2008) book chapter directly."
